TECH,NODE,YEAR,VALUE
GEO,KENXX,2031,1.966564239670612
GEO,KENXX,2032,2.1222446093363927
GEO,KENXX,2033,2.2739596356808662
GEO,KENXX,2034,2.425675837606821
GEO,KENXX,2035,2.577080061983988
GEO,KENXX,2036,2.753204018916403
GEO,KENXX,2037,2.92942873437763
GEO,KENXX,2038,3.10596425180616
GEO,KENXX,2039,3.2821889672673863
GEO,KENXX,2040,3.4587244846959138
GEO,KENXX,2041,3.67783987164506
GEO,KENXX,2042,3.896644456626901
GEO,KENXX,2043,4.115759843576044
GEO,KENXX,2044,4.334875230525188
GEO,KENXX,2045,4.585098082036494
GEO,KENXX,2046,4.859847021133009
GEO,KENXX,2047,5.1342063219956735
GEO,KENXX,2048,5.462699241571094
GEO,KENXX,2049,5.737448180667608
GEO,KENXX,2050,6.012197119764124
GEO,TZAXX,2021,0.7683856503954974
GEO,TZAXX,2022,0.8624426097365718
GEO,TZAXX,2023,0.9929879954311306
GEO,TZAXX,2024,1.955613654337988
GEO,TZAXX,2025,2.1366834769268834
GEO,TZAXX,2026,2.350403613867337
GEO,TZAXX,2027,2.563781798588688
GEO,TZAXX,2028,2.7775019355291395
GEO,TZAXX,2029,2.991222072469593
GEO,TZAXX,2030,3.2049422094100475
GEO,TZAXX,2031,3.463116134834116
GEO,TZAXX,2032,3.7517842034671087
GEO,TZAXX,2033,4.010767786227216
GEO,TZAXX,2034,4.269408798110659
GEO,TZAXX,2035,4.528392380870768
GEO,TZAXX,2036,4.835682060070806
GEO,TZAXX,2037,5.142413200607745
GEO,TZAXX,2038,5.44948629336379
GEO,TZAXX,2039,5.756559386119833
GEO,TZAXX,2040,6.06363247887588
GEO,TZAXX,2041,6.426443783345992
GEO,TZAXX,2042,6.789255087816105
GEO,TZAXX,2043,7.152066392286221
GEO,TZAXX,2044,7.51521964897544
GEO,TZAXX,2045,7.878030953445555
GEO,TZAXX,2046,8.328382026006478
GEO,TZAXX,2047,8.7787330985674
GEO,TZAXX,2048,9.229084171128322
GEO,TZAXX,2049,9.67909329147015
GEO,TZAXX,2050,10.12944436403107
HYD,KENXX,2021,0.8198
HYD,KENXX,2022,0.8198
HYD,KENXX,2023,0.8198
HYD,KENXX,2024,0.8198
HYD,KENXX,2025,0.8198
HYD,KENXX,2026,0.8198
HYD,KENXX,2027,0.8198
HYD,KENXX,2028,0.8198
HYD,KENXX,2029,0.8198
HYD,KENXX,2030,0.8198
HYD,KENXX,2031,0.8198
HYD,KENXX,2032,0.8198
HYD,KENXX,2033,0.8198
HYD,KENXX,2034,0.8198
HYD,KENXX,2035,0.8198
HYD,KENXX,2036,0.8198
HYD,KENXX,2037,0.8198
HYD,KENXX,2038,0.8198
HYD,KENXX,2039,0.8198
HYD,KENXX,2040,0.8198
HYD,KENXX,2041,0.8198
HYD,KENXX,2042,0.8198
HYD,KENXX,2043,0.8198
HYD,KENXX,2044,0.8198
HYD,KENXX,2045,0.8198
HYD,KENXX,2046,0.8198
HYD,KENXX,2047,0.8198
HYD,KENXX,2048,0.8198
HYD,KENXX,2049,0.8198
HYD,KENXX,2050,0.8198
HYD,TZAXX,2021,0.561
HYD,TZAXX,2022,0.561
HYD,TZAXX,2023,0.561
HYD,TZAXX,2024,0.561
HYD,TZAXX,2025,0.561
HYD,TZAXX,2026,0.561
HYD,TZAXX,2027,0.561
HYD,TZAXX,2028,0.561
HYD,TZAXX,2029,0.561
HYD,TZAXX,2030,0.561
HYD,TZAXX,2031,0.561
HYD,TZAXX,2032,0.561
HYD,TZAXX,2033,0.561
HYD,TZAXX,2034,0.561
HYD,TZAXX,2035,0.561
HYD,TZAXX,2036,0.561
HYD,TZAXX,2037,0.561
HYD,TZAXX,2038,0.561
HYD,TZAXX,2039,0.561
HYD,TZAXX,2040,0.561
HYD,TZAXX,2041,0.561
HYD,TZAXX,2042,0.561
HYD,TZAXX,2043,0.561
HYD,TZAXX,2044,0.561
HYD,TZAXX,2045,0.561
HYD,TZAXX,2046,0.561
HYD,TZAXX,2047,0.561
HYD,TZAXX,2048,0.561
HYD,TZAXX,2049,0.561
HYD,TZAXX,2050,0.561
OCG,TZAXX,2021,0.3547785491989549
OCG,TZAXX,2022,0.4308638750565752
OCG,TZAXX,2023,0.48103629069048515
OCG,TZAXX,2024,0.7873142161780381
OCG,TZAXX,2025,0.9463837080418256
OCG,TZAXX,2026,1.089558806849466
OCG,TZAXX,2027,1.6201196637577047
OCG,TZAXX,2028,1.7632947625653455
OCG,TZAXX,2029,1.9066383447337407
OCG,TZAXX,2030,2.169813443541381
OCG,TZAXX,2031,2.3386229243595476
OCG,TZAXX,2032,2.582715130437871
OCG,TZAXX,2033,2.7518073365161957
OCG,TZAXX,2034,2.9207853006951163
OCG,TZAXX,2035,3.089709023412683
OCG,TZAXX,2036,3.2879967979841704
OCG,TZAXX,2037,3.4860018472955003
OCG,TZAXX,2038,3.684289621866981
OCG,TZAXX,2039,3.882408913077708
OCG,TZAXX,2040,4.170696687649196
OCG,TZAXX,2041,4.4106881122465795
OCG,TZAXX,2042,4.724511053483212
OCG,TZAXX,2043,5.052502478080593
OCG,TZAXX,2044,5.29260814457739
OCG,TZAXX,2045,5.503816917674798
OCG,TZAXX,2046,5.803212790094138
OCG,TZAXX,2047,6.103929361462172
OCG,TZAXX,2048,6.381975705900947
OCG,TZAXX,2049,6.681257336420958
OCG,TZAXX,2050,6.980653208840256
OIL,KENXX,2021,0.7345
OIL,KENXX,2022,0.7345
OIL,KENXX,2023,0.7345
OIL,KENXX,2024,0.7345
OIL,KENXX,2025,0.7345
OIL,KENXX,2026,0.7345
OIL,KENXX,2027,0.447
OIL,KENXX,2028,0.447
OIL,KENXX,2029,0.447
OIL,KENXX,2030,0.327
OIL,KENXX,2031,0.327
OIL,KENXX,2032,0.252
OIL,KENXX,2033,0.252
OIL,KENXX,2034,0.252
OIL,KENXX,2035,0.252
OIL,KENXX,2036,0.252
OIL,KENXX,2037,0.252
OIL,KENXX,2038,0.252
OIL,KENXX,2039,0.252
OIL,KENXX,2040,0.162
OIL,KENXX,2041,0.162
OIL,KENXX,2042,0.088
OIL,TZAXX,2021,0.1
OIL,TZAXX,2022,0.1
OIL,TZAXX,2023,0.1
OIL,TZAXX,2024,0.1
OIL,TZAXX,2025,0.1
OIL,TZAXX,2026,0.1
SDS,KENXX,2021,0.0006
SDS,KENXX,2022,0.0006
SDS,KENXX,2023,0.0006341958396752
SDS,KENXX,2024,0.0006341958396752
SDS,KENXX,2025,0.0006341958396752
SDS,KENXX,2026,0.0006341958396752
SDS,KENXX,2027,0.0006341958396752
SDS,KENXX,2028,0.0006341958396752
SDS,KENXX,2029,0.0006341958396752
SDS,KENXX,2030,0.0006341958396752
SDS,KENXX,2031,0.0006341958396752
SDS,KENXX,2032,0.0006341958396752
SDS,KENXX,2033,0.0006341958396752
SDS,KENXX,2034,0.0006341958396752
SDS,KENXX,2035,0.0006341958396752
SDS,KENXX,2036,0.0006341958396752
SDS,KENXX,2037,0.0006341958396752
SDS,KENXX,2038,0.0006341958396752
SDS,KENXX,2039,0.0006341958396752
SDS,KENXX,2040,0.0006341958396752
SDS,KENXX,2041,0.0006341958396752
SDS,KENXX,2042,0.0006341958396752
SDS,KENXX,2043,0.0006341958396752
SDS,KENXX,2044,0.0006341958396752
SDS,KENXX,2045,0.0006341958396752
SDS,KENXX,2046,0.0006341958396752
SDS,KENXX,2047,3.4195839675291734e-05
SDS,KENXX,2048,3.4195839675291734e-05
SDS,KENXX,2049,3.4195839675291734e-05
SDS,KENXX,2050,3.4195839675291734e-05
SPV,KENXX,2021,0.22
SPV,KENXX,2022,0.32
SPV,KENXX,2023,0.37
SPV,KENXX,2024,0.37
SPV,KENXX,2025,0.37
SPV,KENXX,2026,0.37
SPV,KENXX,2027,0.37
SPV,KENXX,2028,0.37
SPV,KENXX,2029,0.37
SPV,KENXX,2030,0.37
SPV,KENXX,2031,0.37
SPV,KENXX,2032,0.37
SPV,KENXX,2033,0.37
SPV,KENXX,2034,0.37
SPV,KENXX,2035,0.37
SPV,KENXX,2036,0.37
SPV,KENXX,2037,0.37
SPV,KENXX,2038,0.37
SPV,KENXX,2039,0.37
SPV,KENXX,2040,0.37
SPV,KENXX,2041,0.37
SPV,KENXX,2042,0.37
SPV,KENXX,2043,0.37
SPV,KENXX,2044,0.37
WON,KENXX,2021,0.336
WON,KENXX,2022,0.336
WON,KENXX,2023,0.336
WON,KENXX,2024,0.31
WON,KENXX,2025,0.31
WON,KENXX,2026,0.31
WON,KENXX,2027,0.31
WON,KENXX,2028,0.31
WON,KENXX,2029,0.31
WON,KENXX,2030,0.31
WON,KENXX,2031,0.31
WON,KENXX,2032,0.31
WON,KENXX,2033,0.31
WON,KENXX,2034,0.31
WON,KENXX,2035,0.31
WON,KENXX,2036,0.31
WON,KENXX,2037,0.31
WON,KENXX,2038,0.31
WON,KENXX,2039,0.31
WON,KENXX,2040,0.31
WON,KENXX,2041,0.31
WON,KENXX,2042,0.31
WON,KENXX,2043,0.31
WON,KENXX,2044,0.31
WON,KENXX,2045,0.31
WON,KENXX,2046,0.31
WON,KENXX,2047,0.31
