Datetime,EU-AUT,EU-BEL,EU-BGR,EU-BIH,EU-CHE,EU-CYP,EU-CZE,EU-DEU,EU-DNK,EU-EST,EU-ESP,EU-FIN,EU-FRA,EU-GRC,EU-HRV,EU-HUN,EU-IRL,EU-ISL,EU-ITA,EU-LTU,EU-LUX,EU-LVA,EU-MKD,EU-MNE,EU-NLD,EU-NOR,EU-POL,EU-PRT,EU-ROU,EU-SRB,EU-SWE,EU-SVN,EU-SVK,EU-GBR,SA-CHL,AF-ZAF,NA-PAN,NA-MEX,SA-PER,SA-URY,SA-ARG,EU-GEO,OC-NZL,AS-MYS,AS-OMN,EU-UKR,AS-TUR,AS-SGP,NA-CAN,NA-CAN-QC,NA-CAN-SK,NA-CAN-ON,NA-CAN-NO,NA-CAN-MB,NA-CAN-NL,NA-CAN-BC,NA-CAN-AR,NA-CAN-AB,NA-USA,NA-USA-AZ,NA-USA-CA,NA-USA-ER,NA-USA-FR,NA-USA-ME,NA-USA-MW,NA-USA-NE,NA-USA-NW,NA-USA-NY,NA-USA-RE,NA-USA-RM,NA-USA-RW,NA-USA-RA,NA-USA-SN,NA-USA-SS,NA-USA-SC,NA-USA-SA,NA-USA-SW,NA-USA-SE,NA-USA-SV,NA-USA-GU,NA-USA-HA,NA-USA-PR,NA-USA-AK,AS-IND,AS-IND-EA,AS-IND-NE,AS-IND-NO,AS-IND-SO,AS-IND-WE,SA-BRA,SA-BRA-CN,SA-BRA-SO,SA-BRA-NE,SA-BRA-SE,SA-BRA-CW,SA-BRA-NW,SA-BRA-WE,AS-JPN,AS-JPN-HO,AS-JPN-OK,AS-JPN-TO,AS-JPN-CE,AS-JPN-SH,AS-JPN-KY,OC-AUS,OC-AUS-WA,OC-AUS-QL,OC-AUS-SA,OC-AUS-SW,OC-AUS-VI,OC-AUS-TA,OC-AUS-NT,AS-CHN,AS-CHN-HK,AS-CHN-MA,AS-CHN-AN,AS-CHN-BE,AS-CHN-CH,AS-CHN-FU,AS-CHN-GA,AS-CHN-GD,AS-CHN-GX,AS-CHN-GU,AS-CHN-HA,AS-CHN-HB,AS-CHN-HJ,AS-CHN-HE,AS-CHN-HU,AS-CHN-HN,AS-CHN-WM,AS-CHN-EM,AS-CHN-JS,AS-CHN-JX,AS-CHN-JI,AS-CHN-LI,AS-CHN-NI,AS-CHN-QI,AS-CHN-SI,AS-CHN-SD,AS-CHN-SH,AS-CHN-SX,AS-CHN-SC,AS-CHN-TJ,AS-CHN-TI,AS-CHN-XI,AS-CHN-YU,AS-CHN-ZH,AS-RUS,AS-RUS-CE,AS-RUS-SO,AS-RUS-MV,AS-RUS-NW,AS-RUS-UR,AS-RUS-SI,AS-RUS-FE,AF-AGO,AF-BDI,AF-BEN,AF-BFA,AF-BWA,AF-CAF,AF-CIV,AF-CMR,AF-COD,AF-COG,AF-CPV,AF-DJI,AF-DZA,AF-EGY,AF-ERI,AF-ESH,AF-ETH,AF-GAB,AF-GHA,AF-GIN,AF-GMB,AF-GNB,AF-GNQ,AF-KEN,AF-LBR,AF-LBY,AF-LSO,AF-MAR,AF-MDG,AF-MLI,AF-MOZ,AF-MRT,AF-MUS,AF-MWI,AF-NAM,AF-NER,AF-NGA,AF-RWA,AF-SDN,AF-SEN,AF-SLE,AF-SOM,AF-SWZ,AF-TCD,AF-TGO,AF-TUN,AF-TZA,AF-UGA,AF-ZMB,AF-ZWE,AS-AFG,AS-ARE,AS-BGD,AS-BHR,AS-BRN,AS-BTN,AS-IDN,AS-IRN,AS-IRQ,AS-ISR,AS-JOR,AS-KAZ,AS-KGZ,AS-KHM,AS-KOR,AS-KWT,AS-LAO,AS-LBN,AS-LKA,AS-MMR,AS-MNG,AS-NPL,AS-PAK,AS-PHL,AS-PRK,AS-QAT,AS-SAU,AS-SYR,AS-THA,AS-TJK,AS-TKM,AS-TLS,AS-TWN,AS-UZB,AS-VNM,AS-YEM,EU-ALB,EU-ARM,EU-AZE,EU-BLR,EU-KOS,EU-MDA,EU-MLT,NA-BLZ,NA-CRI,NA-CUB,NA-DOM,NA-GTM,NA-HND,NA-HTI,NA-JAM,NA-NIC,NA-SLV,NA-TTO,OC-ATA,OC-FJI,OC-PNG,SA-BOL,SA-COL,SA-ECU,SA-GUF,SA-GUY,SA-PRY,SA-SUR,SA-VEN
02/03/2015 06:00,9932,11389,3777,1301,8313,405,9450,74585,4167,1234,28649,11223,67157,6920,1962,5247,2930,2229,33457,1538,976,933,844,359,12885,17208,18241,5154,6599,4307,18467,1808,3551,35451,9324,23715,915,31461,4630,1137,12503,1512,5747,19091,2464,21676,31580,6666,75170,27260,3164,16999,108,3527,1647,8212,3748,10506,440046,12468,29184,42034,18061,2411,22801,13849,28290,17433,33299,10009,62648,7991,6366,14602,25406,13706,11276,24760,39880,194,1111,1536,736,156743,17155,1479,44612,43084,50428,59796,5095,9813,10141,29182,5275,234,116,120946,4108,1076,49802,50878,3860,11222,32855,4641,8940,2040,9219,6325,1347,342,617767,4771,523,19470,11284,9879,21220,13110,62838,16577,13906,3284,40399,10908,35519,19477,16690,15808,15101,62537,12813,8340,25133,11200,8212,14936,63237,16236,20818,21989,9960,506,23120,16204,44310,126184,24849,9524,11678,10194,30272,25079,4314,1114,48,149,167,552,17,790,910,994,164,33,35,5886,17779,36,10,1269,277,959,56,29,27,53,980,31,3490,105,3219,202,255,1714,83,366,167,486,111,3261,60,1196,298,31,37,183,213,135,1943,712,371,1615,1082,645,10958,5485,2312,491,281,25834,28727,6665,7198,1887,12407,1543,611,70618,5675,658,1965,1701,1667,782,499,8948,8532,1452,3732,29206,1969,19906,2200,2122,18,33503,6066,15730,571,834,779,2845,4435,720,723,259,39,978,1499,1504,953,789,85,324,380,610,877,0,119,460,710,5944,2266,32,70,1416,221,9548
02/03/2015 07:00,10739,12175,4033,1492,9150,457,10023,81372,4888,1363,33228,11432,70487,7406,2228,5570,3491,2286,39784,1688,1016,1049,897,421,14763,18846,20353,5518,7509,4780,20097,2028,3762,43177,9728,24440,889,30104,4493,1119,12420,1536,5544,19384,2521,22072,32067,6678,73910,27197,3127,16614,105,3531,1643,7689,3737,10267,433536,11830,27152,41427,17347,2369,22564,13708,26582,17159,33034,9913,62425,7949,6275,14194,25082,13303,11231,26860,39614,201,1072,1568,689,154592,16813,1532,43136,42585,50546,59777,5035,9819,10019,29314,5218,233,116,120915,4151,1076,50045,50583,3860,11201,33364,4827,9145,2035,9234,6368,1399,355,621400,4780,524,19507,11305,9897,21260,13183,62957,16671,13987,3303,40476,10928,35583,19512,16722,15899,15130,62656,12837,8355,25181,11259,8182,15022,63351,16266,20857,22115,9980,503,23033,16295,44391,131595,24775,9538,11688,10122,30323,25079,4388,1151,49,155,165,559,17,836,943,1027,164,36,35,6150,17895,36,10,1320,286,1025,60,30,29,55,969,33,3555,105,3673,200,274,1932,90,357,168,503,116,3394,64,1224,321,33,37,185,224,143,2199,702,364,1649,1093,630,10786,5436,2289,500,277,25747,29115,6576,7187,1918,12173,1502,609,70908,5683,656,1984,1648,1656,778,495,8977,8641,1495,3690,29896,1984,19819,2159,2050,18,33474,5852,15641,575,864,764,2786,4392,799,723,268,37,954,1466,1536,905,748,84,317,359,578,895,1,133,478,724,5809,2223,31,71,1440,219,9748
02/03/2015 08:00,11098,12255,4397,1645,9745,488,10296,84314,5160,1421,36132,11569,72494,7794,2394,5681,3817,2351,45294,1757,1085,1117,966,454,15867,19186,21593,6382,7901,4918,20489,2073,3916,50177,9637,27175,870,29131,4431,1129,12654,1516,5586,19331,2517,22108,32336,6677,73977,27663,3104,16609,104,3533,1660,7355,3780,10170,431685,11520,26255,41443,16998,2384,22570,13743,25721,17108,33190,9917,62789,7881,6306,14055,25340,13135,11144,26927,39757,206,1023,1655,659,152281,15910,1537,42369,41918,50570,61761,5060,10337,9745,30759,5242,230,114,117728,4117,1065,49074,48769,3734,10969,32810,4873,8958,2003,9060,6156,1404,356,622612,4790,525,19543,11327,9916,21297,13208,63074,16702,14014,3309,40553,10928,35650,19548,16753,15929,15158,62774,12861,8355,25230,11279,8227,15051,63468,16294,20897,22156,9998,507,23165,16326,44473,135315,25196,9665,12120,10230,30459,25048,4502,1165,48,157,165,556,18,865,961,1038,169,38,34,6230,17542,36,10,1290,288,1103,63,32,30,56,978,34,3535,104,3993,195,288,2206,95,346,166,513,119,3464,66,1226,338,34,37,182,229,149,2269,683,350,1659,1080,619,10550,5436,2221,506,276,26012,28701,6359,7091,1902,11998,1478,618,70813,5586,660,1957,1651,1676,782,489,8886,8877,1635,3581,30246,1954,20111,2112,1996,17,33970,5690,15747,573,880,745,2715,4318,822,716,271,36,956,1501,1623,887,733,86,325,352,567,945,1,139,534,763,5790,2269,31,75,1507,220,10293
02/03/2015 09:00,11235,12449,4501,1727,9909,479,10363,85209,5236,1426,37686,11561,72594,7855,2417,5745,4036,2359,47547,1765,1135,1125,997,469,16198,18979,22055,7343,7961,4921,20407,2071,3948,51905,9848,30053,868,28490,4409,1179,13536,1472,5331,18978,2579,21522,30344,6621,74660,28118,3097,16867,104,3561,1698,7217,3872,10128,435828,11352,25645,41957,17190,2423,22769,14157,25361,17376,34062,10137,64211,7779,6365,14002,25899,13235,11303,26248,40821,207,976,1776,646,154237,17191,1579,42400,42860,50230,64219,4976,11072,9645,32365,5500,232,115,117699,4089,1065,49623,48262,3734,10927,32365,4946,8886,1949,8854,5993,1385,352,623823,4790,525,19543,11327,9916,21297,13232,63074,16732,14041,3314,40552,10765,35650,19548,16753,15959,15158,62775,12861,8228,25230,11298,8243,15079,63468,16294,20897,22197,9998,508,23206,16356,44473,138561,26440,10288,12932,10571,30957,25649,4782,1157,47,157,170,547,18,875,964,1029,188,40,34,6142,16886,35,11,1312,284,1218,64,32,31,55,982,35,3455,102,4170,189,294,2499,97,338,161,515,119,3470,66,1209,346,35,36,176,229,151,2284,662,336,1649,1053,616,10373,5493,2141,506,277,26549,28281,6107,7052,1855,11936,1475,634,72413,5448,671,1899,1616,1721,795,482,8946,9161,2024,3453,30872,1895,20704,2067,1977,16,34871,5633,16018,567,882,730,2659,4237,822,703,268,37,988,1594,1745,905,748,90,345,360,579,1014,1,128,640,819,6149,2392,31,81,1601,216,11059
02/03/2015 10:00,11442,12455,4445,1719,10100,472,10284,86455,5304,1425,38201,11626,72101,7853,2396,5774,4130,2306,47449,1758,1173,1122,1000,470,16074,18498,22153,7649,7958,4823,20415,2059,3961,52520,9937,29847,895,28500,4437,1320,14041,1436,4855,17637,2538,21443,30655,6445,77160,29699,3104,17401,104,3612,1786,7216,4088,10150,451799,11358,25513,43381,18523,2500,23266,15301,25338,18428,36128,10937,68134,7836,6605,14174,27079,13378,11663,25121,43470,204,948,1904,646,152231,17366,1595,41383,42135,49776,70349,5113,12648,10637,35240,5787,228,113,118458,4267,1118,49918,48389,3734,11032,32071,4726,8907,1914,8764,6005,1399,355,623823,4715,517,19248,11159,9767,20976,13232,62121,16732,14041,3314,39938,10765,35117,19258,16499,15959,14930,61836,12670,8228,24846,11298,8258,15079,62522,16056,20584,22197,9849,509,23249,16356,43824,139791,28980,11047,13840,11196,32416,26500,5004,1132,45,154,189,537,17,867,953,1006,209,41,33,5943,16163,34,13,1234,276,1357,64,32,31,54,922,34,3358,100,4305,185,294,2772,97,336,155,512,117,3432,65,1187,347,35,36,170,225,150,2303,645,326,1624,1022,621,10349,5594,2080,509,281,27163,27936,5916,7073,1798,12005,1494,653,72313,5337,683,1834,1587,1776,835,474,8735,9751,2385,3355,31473,1830,21445,2028,2000,16,35149,5702,16373,562,871,725,2640,4176,806,689,261,39,1043,1727,1874,955,790,97,373,381,612,1086,1,109,693,878,7151,2565,32,87,1703,222,11872
02/03/2015 11:00,11539,12629,4344,1700,10283,477,10318,87698,5218,1405,38078,11665,72867,7774,2430,5811,4162,2351,47726,1722,1207,1082,990,463,16150,18073,22578,7883,7792,4647,20232,2102,3956,52340,10223,30296,916,28593,4594,1337,14826,1424,4486,17542,2556,21332,31025,6201,81183,31561,3178,18891,105,3736,1884,7241,4334,10253,483636,11711,25475,46670,21112,2723,24623,17009,25794,20142,39034,12462,74055,8055,7152,14682,29595,14908,12554,24080,47872,196,934,2010,648,152684,17620,1849,41170,42204,49864,78209,5561,14490,11906,38851,6302,234,116,113539,4105,1107,47788,46301,3596,10642,30658,4447,8546,1922,8328,5729,1345,342,614132,4715,517,19249,11159,9767,20977,13035,62121,16482,13824,3266,39938,11113,35117,19258,16499,15719,14930,61836,12670,8497,24846,11138,8258,14849,62522,16055,20584,21861,9849,509,23249,16111,43824,139132,30608,11560,14711,11803,33236,27259,4920,1101,44,151,209,529,17,846,936,979,207,40,33,5716,15618,34,12,1224,268,1505,63,31,30,52,971,34,3284,98,4253,184,288,2985,95,340,151,506,114,3380,63,1172,342,34,36,166,221,147,2199,641,323,1590,1000,635,10505,5708,2064,508,287,28323,27892,5857,7077,1755,12275,1688,716,70197,5302,716,1784,1593,1960,889,465,8572,11073,2431,3325,33019,1781,23091,2021,2061,17,33844,6196,17021,562,853,731,2666,4155,777,679,253,42,1113,1868,1981,1024,849,105,402,410,658,1144,1,96,632,929,7429,2749,34,92,1790,241,12557
02/03/2015 12:00,11438,12430,4233,1681,9909,487,10466,86430,5083,1427,37985,11523,72764,7666,2441,5873,4188,2355,45157,1736,1189,1094,962,450,15950,17676,22499,8029,7705,4565,19988,2095,3952,51932,10269,30220,979,29298,4783,1433,15816,1412,4159,18638,2601,21026,30623,6213,84565,32457,3308,20255,108,3979,1954,7425,4507,10573,512211,12608,26114,51553,22483,3037,26821,18096,27177,21412,40869,13132,77182,8431,8021,15738,32554,16437,13900,23706,48783,185,930,2074,665,152729,20423,2223,41168,41349,47587,82572,5816,15302,12477,41140,6947,255,126,107781,3874,1044,45130,44307,3343,10083,28642,4084,8022,1762,8018,5206,1237,314,614132,4873,534,19876,11521,10085,21658,13034,64149,16482,13824,3266,41245,11156,36256,19880,17041,15719,15420,63844,13077,8529,25660,11138,8136,14849,64545,16568,21249,21861,10170,501,22903,16111,45233,138582,32482,12243,15398,12448,34018,27756,4989,1072,44,148,207,528,17,823,917,956,210,39,34,5547,15429,35,13,1238,261,1648,61,30,30,51,967,33,3265,98,4176,186,282,3106,93,349,150,498,112,3343,61,1173,335,34,36,164,218,143,2235,649,328,1553,994,654,10797,6103,2100,486,292,31010,27914,5956,7011,1741,12837,2014,845,68920,5360,772,1766,2178,2304,925,480,9388,11773,2114,3376,31621,1765,24931,2235,2249,17,32625,7322,18400,568,832,749,2726,4180,763,676,247,45,1186,1990,2049,1098,913,111,425,443,706,1176,1,90,507,963,7652,2902,36,95,1852,252,13010
02/03/2015 13:00,11478,12599,4122,1742,9884,481,10413,85857,5103,1390,37572,11434,71146,7398,2410,5863,4141,2331,44929,1707,1151,1084,934,436,16178,17631,22724,7723,7677,4484,19854,2119,4010,51631,10235,30496,1174,29646,5250,1530,16476,1408,3977,18431,2615,21138,30718,6141,85300,31646,3468,20385,114,4187,1960,7874,4526,11139,526324,14087,28033,52765,23550,3174,27773,18459,29847,22242,41669,13323,77966,8972,8417,16688,33215,16765,14620,23111,47376,176,939,2085,706,170185,21505,2328,46446,46829,53063,85559,5934,15955,12761,42767,7357,267,132,103697,3703,960,43769,42493,3175,9598,27345,3814,7490,1643,7855,5063,1182,300,634725,4892,536,19949,11564,10122,21738,13456,64389,17012,14286,3371,41396,10706,36390,19951,17105,16235,15478,64077,13126,8181,25755,11487,8136,15336,64786,16630,21327,22577,10208,501,22903,16637,45402,138101,33650,12571,15396,12854,34450,28287,4783,1052,44,148,210,535,17,806,902,944,210,38,34,5499,15660,36,13,1209,259,1773,60,29,29,51,949,32,3311,99,4061,191,277,3113,92,360,152,491,112,3343,59,1193,330,33,36,166,218,141,2267,668,341,1515,1008,731,11161,6789,2179,437,304,32298,28560,6186,6939,1763,13430,2239,907,68871,5492,797,1788,2243,2462,921,527,12307,10938,1662,3493,31762,1790,25291,2552,2522,16,31268,8469,19191,577,811,816,2898,4264,749,680,245,48,1249,2068,2071,1160,967,114,436,470,745,1179,1,85,426,974,8186,2994,37,96,1885,258,13197
02/03/2015 14:00,11210,12734,4003,1753,9721,488,10205,84420,5034,1392,36209,11308,68851,7413,2373,5900,4154,2325,46455,1671,1201,1063,937,436,16265,17691,22510,7689,7506,4423,19847,2030,3960,50936,10041,30493,1296,31225,5649,1572,16915,1415,3842,17877,2656,21023,31495,6019,85005,30635,3522,19783,120,4130,1935,8721,4465,11694,530777,14286,30592,51963,24725,3259,27845,18474,33309,22625,40809,13504,77252,9035,8450,17349,32967,16988,14747,22952,45343,171,973,2049,781,168882,21121,2467,45646,46812,52824,86027,5967,16136,12567,43143,7648,272,135,97846,3589,886,40985,40510,3037,8838,26905,3644,7072,1760,7596,5373,1164,296,637148,4687,514,19136,11095,9710,20853,13505,61764,17076,14340,3383,39706,9914,34915,19147,16402,16295,14845,61489,12597,7579,24702,11528,8399,15394,62160,15966,20464,22659,9792,518,23645,16699,43576,138087,33597,12471,15343,12831,34171,28085,4626,1046,46,150,210,548,17,802,891,947,212,38,35,5595,16245,37,13,1231,262,1866,60,28,29,52,973,32,3409,100,4080,198,277,2997,92,376,157,486,114,3386,59,1227,331,33,37,172,221,140,2269,701,372,1477,1038,831,11851,7081,2275,378,319,30167,31067,6481,7100,1815,13756,2194,823,68837,5645,762,1842,2002,2245,879,547,12210,9152,1395,3639,33586,1848,23547,2732,2706,16,29960,8998,18476,586,792,918,3178,4478,740,693,248,50,1295,2091,2051,1197,1003,116,435,488,768,1156,1,84,397,964,8430,3011,37,94,1890,259,13131
02/03/2015 15:00,11000,12614,3982,1731,9536,488,10084,83734,5012,1371,35367,11207,67262,7261,2331,5936,4175,2318,46841,1620,1131,1053,907,437,16252,17865,22237,7698,7501,4503,19884,2027,3885,50699,9660,30320,1383,32689,5933,1633,16969,1517,3774,17368,2967,22076,31863,5707,84546,29834,3521,19466,121,3981,1907,9537,4395,11782,531559,14351,32087,51841,26100,3266,27717,18459,34709,22778,39907,13621,76635,8991,8438,17503,32347,17142,14828,23207,43319,168,1042,1983,855,164744,20886,2249,44699,45877,51026,83536,5928,14922,12292,42339,7714,274,136,91254,3399,791,37874,38021,2900,8269,25434,3553,6593,1675,7218,4960,1143,291,610499,4334,476,17745,10271,8994,19307,12959,57205,16389,13743,3247,36779,9789,32330,17730,15177,15629,13749,56945,11658,7483,22881,11076,8430,14764,57539,14802,18939,21735,9075,519,23732,16018,40373,138941,33092,12186,15039,12764,33593,27868,4429,1050,50,154,212,562,18,813,884,962,212,37,38,5809,17005,43,13,1447,269,1915,61,29,30,53,1075,32,3626,102,4076,208,281,2768,93,403,163,482,117,3460,60,1263,337,34,38,178,228,142,2169,832,459,1438,1074,866,12447,6631,2382,333,316,25891,31746,7228,8094,1879,13652,1895,656,64945,5896,693,1912,1654,1818,824,509,11189,7901,1305,3793,33866,1923,20705,2623,2676,15,29068,8604,16798,618,775,986,3374,4725,753,742,255,50,1322,2065,2003,1206,1014,114,422,495,772,1116,1,85,376,940,8787,2960,37,91,1876,258,12894
02/03/2015 16:00,10927,12380,4071,1725,9296,481,9749,82136,4918,1363,34738,11356,66413,7179,2347,5880,4295,2299,46346,1594,1151,1023,951,454,16288,17846,21812,7617,7494,4777,19691,2047,3850,50924,9487,29945,1414,33677,6081,1639,16745,1563,3822,16200,2845,22482,30989,5437,84068,29460,3491,19515,122,3845,1886,9521,4341,11887,528132,14517,32391,51503,27362,3295,27633,18345,34280,22726,39190,13803,75669,8914,8388,17455,31728,17371,14892,23299,41089,166,1103,1910,853,160267,19257,1998,43637,45918,49461,86388,6117,16104,12587,43332,7570,272,135,89163,3459,749,36492,37262,2943,8258,24069,3517,6283,1491,6675,4681,1134,288,564469,4277,469,17522,10142,8881,19064,12001,56476,15181,12714,3007,36313,9584,31925,17506,14985,14476,13574,56224,11511,7323,22593,10264,8089,13672,56809,14616,18699,20121,8961,498,22770,14830,39858,138840,33065,12059,15042,12729,33295,27465,4431,1060,62,165,212,591,18,837,877,982,210,38,43,6076,18712,51,13,1417,279,1910,63,30,30,55,1239,33,4017,106,4206,248,290,2462,96,416,171,482,123,3561,61,1389,347,34,43,186,235,145,2068,984,542,1449,1143,801,12333,5783,2534,307,295,22765,31040,8171,8563,1984,13173,1529,548,64528,6197,647,2013,1349,1539,786,441,10144,7354,1240,4005,33293,2040,18552,2269,2437,14,27542,7486,15600,721,759,969,3335,4868,799,809,263,50,1330,2006,1948,1187,1003,112,402,490,758,1074,1,92,368,913,8927,2866,38,88,1854,265,12613
02/03/2015 17:00,11369,12436,4274,1810,9287,517,9915,82940,5253,1417,34571,11721,68038,8007,2491,5948,4360,2300,45461,1697,1145,1085,1061,482,16501,18075,22693,7565,7729,5186,20487,2116,3920,53721,9987,30111,1414,34422,6075,1657,16702,1533,4151,15475,2760,22075,30158,5049,82845,28880,3490,19286,122,3729,1834,9362,4208,11936,523747,14612,32566,50654,28564,3279,27445,18189,33440,22576,38472,13601,74538,8828,8272,17324,30740,17430,14834,24890,39241,167,1134,1855,839,155951,18610,1737,40665,45771,49192,88651,6310,16868,12877,44182,7748,280,139,89825,3489,728,35901,37990,3143,8575,23317,3515,6144,1472,6352,4446,1107,281,557201,4185,459,17147,9925,8690,18655,11852,55262,14988,12551,2970,35538,9375,31249,17130,14660,14292,13283,55016,11266,7165,22107,10139,7490,13499,55599,14304,18300,19863,8769,461,21066,14644,39003,138899,32990,12051,14961,12687,33372,27370,4317,1079,73,200,210,634,19,866,958,1040,207,39,45,6539,21169,53,12,1329,296,1848,67,34,31,57,1181,35,4311,116,4753,281,300,2415,106,395,205,517,150,3976,64,1645,386,37,46,210,251,150,2407,1024,556,1646,1363,690,11331,5240,2585,288,277,21249,30245,8449,8526,2220,12553,1325,509,63957,6196,627,2193,1201,1438,765,404,9366,6969,1217,4080,33217,2338,17294,1876,2122,14,27512,6225,15074,780,773,872,3059,4824,868,852,278,50,1323,1938,1908,1150,977,109,381,479,733,1043,1,98,376,892,8655,2761,39,86,1839,274,12413
02/03/2015 18:00,11521,12926,4852,1942,9682,612,10318,86703,5364,1392,34656,11741,76134,8723,2673,6070,4531,2318,47841,1716,1215,1073,1131,513,16618,18518,23704,7317,8343,5508,20864,2165,4011,57772,10542,30457,1432,34892,6043,1703,16704,1467,4950,15083,2669,21679,29346,5015,82278,28743,3446,19143,123,3609,1815,9265,4162,11973,521430,14568,32838,49657,29252,3252,27163,18055,32657,22466,37689,13602,73761,8701,8170,17171,29916,17591,14893,27900,37898,172,1144,1836,830,150396,17466,1715,39895,43259,48093,88640,6296,16913,12841,44176,7900,289,143,90373,3425,738,35406,38528,3322,8954,23385,3578,6114,1464,6407,4458,1089,277,545088,4091,449,16771,9709,8499,18248,11598,54046,14669,12279,2908,34766,9208,30565,16757,14338,13984,12991,53819,11019,7037,21623,9924,7397,13215,54388,13997,17899,19433,8582,456,20798,14330,38151,141473,32900,12091,14889,12759,33132,27178,4355,1190,75,233,209,647,23,997,1127,1185,209,40,42,7317,22124,47,13,1139,322,1825,81,43,34,61,1107,43,4271,124,5006,264,359,2412,131,354,235,558,182,4470,70,1759,484,44,44,228,305,161,2519,908,487,1778,1514,622,9874,5046,2428,281,270,20176,28772,7701,8232,2349,12071,1260,481,63516,5730,613,2280,1081,1364,750,402,8338,6828,1239,3871,33015,2535,16397,1682,1899,13,27412,5444,14697,710,835,749,2691,4615,921,845,295,49,1307,1886,1899,1110,947,106,365,465,706,1034,1,105,415,884,8606,2682,39,85,1841,273,12386
02/03/2015 19:00,10756,13206,5030,1914,9530,624,10309,86287,5089,1340,37735,11483,75915,8783,2693,5991,4540,2332,48184,1656,1259,1033,1135,509,16810,18460,23649,8004,8584,5466,20486,2146,3975,62007,10037,30531,1444,34835,6008,1716,16869,1365,5769,14580,2521,20905,29871,4901,82448,28968,3441,19240,122,3523,1836,9140,4214,11966,516973,14504,32465,48662,29556,3235,26908,17897,32015,22220,37168,13545,72694,8574,8089,16962,29040,17741,14930,29697,36877,185,1145,1860,819,147810,17211,1581,38812,42780,47457,87229,6205,16697,12471,43560,7899,289,143,88678,3206,728,34741,37557,3322,9123,24527,3838,6158,1501,6820,4754,1161,295,532975,4017,441,16472,9535,8346,17920,11344,53072,14348,12006,2845,34140,9124,30018,16456,14080,13678,12759,52854,10822,6973,21234,9713,7240,12925,53414,13749,17578,19004,8429,446,20350,14016,37472,142213,33105,12006,14578,12748,32983,27422,4358,1279,65,235,209,606,26,1182,1195,1265,212,41,36,7662,20480,36,13,1011,331,1871,97,50,40,61,930,51,3875,120,4906,209,442,2027,154,320,222,559,189,4562,84,1578,567,51,38,217,340,188,2340,722,384,1641,1406,598,8671,4910,2128,288,264,19785,27150,6406,7519,2193,11748,1221,471,64380,4987,607,2152,1074,1336,744,403,7656,6962,1362,3459,31960,2390,16066,1651,1772,13,27220,5075,14557,560,860,666,2421,4346,914,792,298,48,1291,1868,1927,1079,924,106,360,454,686,1051,1,110,443,894,8771,2655,38,86,1862,269,12560
02/03/2015 20:00,9914,12573,4794,1843,8993,604,9901,81361,4684,1268,38871,10946,71000,8315,2573,5745,4377,2328,45667,1546,1169,964,1089,502,16040,18215,22989,8288,8484,5383,19760,2032,3869,60188,9313,30409,1424,34382,6077,1718,16931,1240,5862,14299,2374,19616,28199,4839,82950,29597,3459,19163,123,3481,1870,8979,4301,11979,510179,14349,32019,47726,29945,3200,26603,17862,31459,22115,36982,13405,71829,8446,7951,16734,28200,17707,15010,28197,36301,194,1138,1921,804,145865,17218,1551,38703,42147,46274,80887,5957,15516,11419,40318,7790,284,141,87217,3222,707,35131,35975,3154,9028,27168,4223,6523,1615,7789,5411,1281,325,523284,3980,437,16322,9449,8270,17755,11141,52585,14093,11789,2794,33833,9165,29745,16308,13951,13432,12641,52378,10723,7005,21042,9539,7085,12693,52927,13626,17418,18660,8353,437,19903,13761,37135,139923,32338,12237,14648,12674,33205,27458,4419,1216,50,203,212,535,24,1246,1069,1176,212,42,32,7131,17364,30,13,843,312,1791,99,50,43,58,808,53,3331,107,4497,172,469,1378,155,300,176,506,162,4088,93,1234,566,52,34,183,308,202,2281,607,322,1336,1124,582,7914,4864,1863,321,262,20159,25165,5455,6631,1850,11514,1218,480,64907,4351,612,1885,1032,1362,750,410,7409,7677,1449,3083,30421,2013,16379,1648,1682,13,26734,4811,14690,462,798,623,2261,4147,900,725,282,48,1279,1891,1982,1068,916,107,367,450,680,1089,1,114,474,917,8793,2688,37,89,1896,259,12887
